
PLAYER	TEAM	DATE	MATCHUP	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-
Victor Oladipo	IND	04/18/2018	IND @ CLE	L	28	22	9	18	50.0	2	8	25.0	2	2	100.0	0	3	3	6	2	0	6	3	11
Steven Adams	OKC	04/18/2018	OKC vs. UTA	L	22	9	4	5	80.0	0	0	-	1	2	50.0	5	2	7	1	1	0	2	6	-10
Paul George	OKC	04/18/2018	OKC vs. UTA	L	43	18	6	21	28.6	4	12	33.3	2	4	50.0	0	10	10	1	0	3	3	2	-8
Larry Nance Jr.	CLE	04/18/2018	CLE vs. IND	W	24	2	1	1	100.0	0	0	-	0	2	0.0	1	4	5	2	1	1	0	2	-11
Eric Gordon	HOU	04/18/2018	HOU vs. MIN	W	29	9	3	13	23.1	2	10	20.0	1	2	50.0	2	2	4	0	0	0	2	1	15
Jose Calderon	CLE	04/18/2018	CLE vs. IND	W	13	5	2	4	50.0	1	3	33.3	0	0	-	0	0	0	0	1	0	2	4	-11
Karl-Anthony Towns	MIN	04/18/2018	MIN @ HOU	L	24	5	2	9	22.2	1	3	33.3	0	2	0.0	2	8	10	0	1	1	0	1	-21
Gerald Green	HOU	04/18/2018	HOU vs. MIN	W	26	21	7	17	41.2	5	12	41.7	2	2	100.0	3	9	12	1	0	1	0	2	27
Jeff Teague	MIN	04/18/2018	MIN @ HOU	L	19	8	3	7	42.9	0	1	0.0	2	3	66.7	0	1	1	1	1	1	4	4	-21
Glenn Robinson III	IND	04/18/2018	IND @ CLE	L	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-4
Myles Turner	IND	04/18/2018	IND @ CLE	L	36	18	7	12	58.3	1	1	100.0	3	4	75.0	1	4	5	0	0	0	3	2	-7
Trevor Ariza	HOU	04/18/2018	HOU vs. MIN	W	35	15	5	14	35.7	3	10	30.0	2	4	50.0	0	5	5	1	1	0	0	2	13
Jamal Crawford	MIN	04/18/2018	MIN @ HOU	L	29	8	3	9	33.3	0	2	0.0	2	3	66.7	1	3	4	2	0	0	0	1	-18
Darren Collison	IND	04/18/2018	IND @ CLE	L	33	16	7	11	63.6	2	4	50.0	0	0	-	0	5	5	6	1	0	1	0	-5
PJ Tucker	HOU	04/18/2018	HOU vs. MIN	W	23	6	2	6	33.3	2	5	40.0	0	1	0.0	0	2	2	0	0	1	0	3	-1
James Harden	HOU	04/18/2018	HOU vs. MIN	W	31	12	2	18	11.1	1	10	10.0	7	8	87.5	0	4	4	7	3	3	3	2	1
JR Smith	CLE	04/18/2018	CLE vs. IND	W	35	5	2	5	40.0	0	2	0.0	1	2	50.0	0	0	0	1	2	1	2	1	8
Donovan Mitchell	UTA	04/18/2018	UTA @ OKC	W	43	28	10	25	40.0	0	7	0.0	8	9	88.9	0	6	6	2	1	0	4	1	4
Joe Ingles	UTA	04/18/2018	UTA @ OKC	W	34	3	1	6	16.7	1	4	25.0	0	0	-	0	2	2	2	0	0	1	2	21
Joe Johnson	HOU	04/18/2018	HOU vs. MIN	W	16	2	1	3	33.3	0	0	-	0	0	-	0	2	2	2	0	0	1	1	6
Alex Abrines	OKC	04/18/2018	OKC vs. UTA	L	15	0	0	2	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	3	-6
Taj Gibson	MIN	04/18/2018	MIN @ HOU	L	23	8	3	4	75.0	0	0	-	2	2	100.0	1	4	5	0	1	1	2	2	-4
Cheick Diallo	NOP	04/17/2018	NOP @ POR	W	4	0	0	0	-	0	0	-	0	0	-	1	0	1	0	0	0	0	0	-2
Jason Terry	MIL	04/17/2018	MIL @ BOS	L	5	0	0	0	-	0	0	-	0	0	-	0	1	1	1	0	0	0	0	-3
Kyle Lowry	TOR	04/17/2018	TOR vs. WAS	W	36	13	3	10	30.0	1	8	12.5	6	7	85.7	0	7	7	12	1	0	3	3	27
Jonas Valanciunas	TOR	04/17/2018	TOR vs. WAS	W	23	19	8	11	72.7	1	2	50.0	2	3	66.7	1	13	14	1	0	2	3	2	27
Jrue Holiday	NOP	04/17/2018	NOP @ POR	W	38	33	14	24	58.3	2	5	40.0	3	4	75.0	2	1	3	9	1	0	1	5	12
Nikola Mirotic	NOP	04/17/2018	NOP @ POR	W	39	17	6	11	54.5	3	7	42.9	2	2	100.0	0	8	8	0	0	2	0	3	18
Thon Maker	MIL	04/17/2018	MIL @ BOS	L	1	0	0	2	0.0	0	1	0.0	0	0	-	1	0	1	0	0	0	0	0	2
Aron Baynes	BOS	04/17/2018	BOS vs. MIL	W	24	6	3	6	50.0	0	0	-	0	0	-	4	2	6	1	0	2	0	2	4
Kelly Oubre Jr.	WAS	04/17/2018	WAS @ TOR	L	30	14	6	11	54.5	1	3	33.3	1	2	50.0	1	4	5	1	1	1	1	2	-1
E'Twaun Moore	NOP	04/17/2018	NOP @ POR	W	31	8	3	9	33.3	1	3	33.3	1	4	25.0	3	3	6	2	0	0	1	2	17
Jusuf Nurkic	POR	04/17/2018	POR vs. NOP	L	15	13	5	12	41.7	0	0	-	3	4	75.0	3	0	3	0	1	1	1	1	-6
DeMar DeRozan	TOR	04/17/2018	TOR vs. WAS	W	37	37	14	23	60.9	3	6	50.0	6	8	75.0	1	4	5	4	0	0	2	1	23
Malcolm Brogdon	MIL	04/17/2018	MIL @ BOS	L	19	10	5	7	71.4	0	1	0.0	0	0	-	0	3	3	0	0	0	4	2	-17
Lorenzo Brown	TOR	04/17/2018	TOR vs. WAS	W	7	3	1	2	50.0	1	2	50.0	0	0	-	0	0	0	1	0	0	0	0	-12
Marcus Morris	BOS	04/17/2018	BOS vs. MIL	W	30	18	6	11	54.5	3	6	50.0	3	7	42.9	0	5	5	1	1	0	1	1	19
Rajon Rondo	NOP	04/17/2018	NOP @ POR	W	39	16	6	11	54.5	2	3	66.7	2	2	100.0	1	9	10	9	0	0	6	2	17
Abdel Nader	BOS	04/17/2018	BOS vs. MIL	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	1	0	0	-2
Ian Clark	NOP	04/17/2018	NOP @ POR	W	17	3	1	5	20.0	1	2	50.0	0	0	-	0	1	1	3	0	0	1	1	-12
Khris Middleton	MIL	04/17/2018	MIL @ BOS	L	37	25	10	14	71.4	4	6	66.7	1	4	25.0	0	4	4	1	0	0	3	5	-18
Marcin Gortat	WAS	04/17/2018	WAS @ TOR	L	12	0	0	4	0.0	0	0	-	0	0	-	0	3	3	0	0	0	0	2	-6
Markieff Morris	WAS	04/17/2018	WAS @ TOR	L	28	6	3	7	42.9	0	2	0.0	0	0	-	0	4	4	1	2	1	1	4	-31
Ian Mahinmi	WAS	04/17/2018	WAS @ TOR	L	15	12	4	4	100.0	0	0	-	4	5	80.0	0	3	3	0	1	0	0	2	11
Anthony Davis	NOP	04/17/2018	NOP @ POR	W	40	22	9	18	50.0	1	2	50.0	3	5	60.0	3	9	12	1	2	2	5	3	10
Eric Bledsoe	MIL	04/17/2018	MIL @ BOS	L	34	12	5	13	38.5	2	4	50.0	0	0	-	1	6	7	4	1	1	1	2	-3
Solomon Hill	NOP	04/17/2018	NOP @ POR	W	16	4	1	2	50.0	0	0	-	2	2	100.0	0	1	1	1	1	0	0	0	-11
Al Horford	BOS	04/17/2018	BOS vs. MIL	W	35	16	7	11	63.6	1	1	100.0	1	2	50.0	1	4	5	4	2	0	0	2	14
Terry Rozier	BOS	04/17/2018	BOS vs. MIL	W	38	23	8	14	57.1	3	5	60.0	4	4	100.0	0	3	3	8	1	1	0	2	19
Giannis Antetokounmpo	MIL	04/17/2018	MIL @ BOS	L	43	30	13	17	76.5	0	1	0.0	4	9	44.4	1	8	9	8	1	1	3	3	-13
Semi Ojeleye	BOS	04/17/2018	BOS vs. MIL	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-2
Maurice Harkless	POR	04/17/2018	POR vs. NOP	L	27	11	5	5	100.0	1	1	100.0	0	0	-	1	4	5	0	0	1	1	2	10
Fred VanVleet	TOR	04/17/2018	TOR vs. WAS	W	3	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	1	0	-1
Lucas Nogueira	TOR	04/17/2018	TOR vs. WAS	W	5	0	0	1	0.0	0	0	-	0	0	-	0	0	0	0	0	0	2	5	-19
OG Anunoby	TOR	04/17/2018	TOR vs. WAS	W	19	9	2	3	66.7	1	2	50.0	4	5	80.0	2	1	3	0	1	1	0	2	5
John Henson	MIL	04/17/2018	MIL @ BOS	L	37	12	6	7	85.7	0	0	-	0	0	-	3	3	6	4	0	1	1	1	5
Al-Farouq Aminu	POR	04/17/2018	POR vs. NOP	L	36	14	5	10	50.0	4	6	66.7	0	0	-	5	10	15	1	0	0	1	3	-20
Jabari Parker	MIL	04/17/2018	MIL @ BOS	L	10	0	0	2	0.0	0	0	-	0	0	-	0	2	2	0	0	0	1	1	-15
Delon Wright	TOR	04/17/2018	TOR vs. WAS	W	27	11	3	9	33.3	1	4	25.0	4	4	100.0	0	1	1	3	3	2	0	1	0
CJ Miles	TOR	04/17/2018	TOR vs. WAS	W	22	18	5	7	71.4	4	6	66.7	4	4	100.0	0	2	2	0	0	0	1	4	-1
Tyler Zeller	MIL	04/17/2018	MIL @ BOS	L	6	0	0	0	-	0	0	-	0	0	-	1	1	2	0	0	0	1	1	-10
John Wall	WAS	04/17/2018	WAS @ TOR	L	32	29	9	17	52.9	0	2	0.0	11	11	100.0	1	3	4	9	0	1	4	4	-15
Evan Turner	POR	04/17/2018	POR vs. NOP	L	20	0	0	6	0.0	0	0	-	0	0	-	1	3	4	5	2	0	0	2	-16
Jakob Poeltl	TOR	04/17/2018	TOR vs. WAS	W	14	4	2	2	100.0	0	0	-	0	0	-	2	2	4	0	0	0	0	3	-10
Matthew Dellavedova	MIL	04/17/2018	MIL @ BOS	L	5	0	0	0	-	0	0	-	0	0	-	0	0	0	1	0	0	1	1	-1
Ty Lawson	WAS	04/17/2018	WAS @ TOR	L	31	14	4	10	40.0	4	5	80.0	2	2	100.0	1	2	3	8	0	0	1	2	8
Tony Snell	MIL	04/17/2018	MIL @ BOS	L	22	2	1	3	33.3	0	1	0.0	0	0	-	0	2	2	0	0	1	0	2	-7
Serge Ibaka	TOR	04/17/2018	TOR vs. WAS	W	31	10	4	11	36.4	1	3	33.3	1	1	100.0	1	8	9	2	0	3	0	1	32
Tomas Satoransky	WAS	04/17/2018	WAS @ TOR	L	15	3	1	2	50.0	0	0	-	1	2	50.0	1	3	4	1	0	0	1	1	12
Norman Powell	TOR	04/17/2018	TOR vs. WAS	W	5	0	0	2	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	-7
Sterling Brown	MIL	04/17/2018	MIL @ BOS	L	9	4	2	4	50.0	0	2	0.0	0	0	-	0	1	1	0	0	0	0	0	4
CJ McCollum	POR	04/17/2018	POR vs. NOP	L	39	22	9	21	42.9	3	8	37.5	1	2	50.0	0	3	3	6	1	1	2	2	-16
Guerschon Yabusele	BOS	04/17/2018	BOS vs. MIL	W	11	0	0	2	0.0	0	2	0.0	0	0	-	1	2	3	1	2	0	0	1	-3
Wade Baldwin IV	POR	04/17/2018	POR vs. NOP	L	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	1	0	-3
Jayson Tatum	BOS	04/17/2018	BOS vs. MIL	W	30	4	2	9	22.2	0	2	0.0	0	0	-	0	7	7	3	4	1	1	3	11
Shane Larkin	BOS	04/17/2018	BOS vs. MIL	W	21	11	5	8	62.5	1	3	33.3	0	0	-	0	0	0	3	0	0	0	2	-8
Darius Miller	NOP	04/17/2018	NOP @ POR	W	15	8	3	4	75.0	2	2	100.0	0	0	-	0	1	1	0	0	0	0	1	-4
Pascal Siakam	TOR	04/17/2018	TOR vs. WAS	W	11	6	3	5	60.0	0	0	-	0	1	0.0	2	1	3	1	0	0	2	5	-9
Mike Scott	WAS	04/17/2018	WAS @ TOR	L	27	20	7	10	70.0	4	5	80.0	2	2	100.0	0	4	4	1	0	0	0	2	13
Shabazz Muhammad	MIL	04/17/2018	MIL @ BOS	L	12	11	4	8	50.0	1	1	100.0	2	4	50.0	0	0	0	0	1	0	0	1	6
Otto Porter Jr.	WAS	04/17/2018	WAS @ TOR	L	25	12	5	10	50.0	0	0	-	2	2	100.0	0	2	2	2	3	0	0	1	-12
Zach Collins	POR	04/17/2018	POR vs. NOP	L	22	12	5	11	45.5	2	7	28.6	0	0	-	1	4	5	0	0	0	2	3	2
Pat Connaughton	POR	04/17/2018	POR vs. NOP	L	19	9	3	5	60.0	1	3	33.3	2	2	100.0	0	1	1	4	0	1	0	4	3
Greg Monroe	BOS	04/17/2018	BOS vs. MIL	W	17	12	5	7	71.4	0	0	-	2	3	66.7	1	3	4	2	0	1	2	1	1
Bradley Beal	WAS	04/17/2018	WAS @ TOR	L	25	9	3	11	27.3	1	5	20.0	2	2	100.0	0	2	2	3	0	0	0	4	-34
Damian Lillard	POR	04/17/2018	POR vs. NOP	L	40	17	7	18	38.9	1	7	14.3	2	2	100.0	2	1	3	4	1	0	7	2	-4
Jaylen Brown	BOS	04/17/2018	BOS vs. MIL	W	33	30	12	22	54.5	5	12	41.7	1	2	50.0	2	3	5	1	0	0	1	2	17
Ed Davis	POR	04/17/2018	POR vs. NOP	L	21	4	2	3	66.7	0	0	-	0	0	-	0	6	6	0	0	0	1	1	5
Richaun Holmes	PHI	04/16/2018	PHI vs. MIA	L	3	0	0	0	-	0	0	-	0	0	-	0	1	1	0	0	0	0	2	-4
Ben Simmons	PHI	04/16/2018	PHI vs. MIA	L	39	24	10	17	58.8	0	0	-	4	6	66.7	3	6	9	8	0	2	2	5	-9
Kevon Looney	GSW	04/16/2018	GSW vs. SAS	W	21	2	1	2	50.0	0	0	-	0	0	-	1	2	3	2	0	1	2	3	5
Pau Gasol	SAS	04/16/2018	SAS @ GSW	L	16	12	3	5	60.0	0	0	-	6	6	100.0	0	4	4	3	0	0	0	2	-7
Amir Johnson	PHI	04/16/2018	PHI vs. MIA	L	22	6	3	5	60.0	0	0	-	0	0	-	2	5	7	2	1	0	1	2	6
Justise Winslow	MIA	04/16/2018	MIA @ PHI	W	21	2	1	5	20.0	0	2	0.0	0	0	-	0	3	3	0	0	1	1	4	8
Goran Dragic	MIA	04/16/2018	MIA @ PHI	W	25	20	8	14	57.1	1	3	33.3	3	4	75.0	0	4	4	3	0	0	1	2	11
Manu Ginobili	SAS	04/16/2018	SAS @ GSW	L	23	10	4	9	44.4	0	3	0.0	2	2	100.0	0	2	2	3	2	0	0	3	6
Kelly Olynyk	MIA	04/16/2018	MIA @ PHI	W	33	11	3	8	37.5	1	2	50.0	4	4	100.0	2	3	5	6	2	1	4	3	11
Tyler Johnson	MIA	04/16/2018	MIA @ PHI	W	14	5	1	4	25.0	1	1	100.0	2	2	100.0	1	3	4	2	0	0	0	1	3
Markelle Fultz	PHI	04/16/2018	PHI vs. MIA	L	5	0	0	3	0.0	0	0	-	0	0	-	0	0	0	0	0	0	1	1	-1
Tony Parker	SAS	04/16/2018	SAS @ GSW	L	6	2	1	3	33.3	0	1	0.0	0	0	-	0	1	1	0	0	0	1	1	-3
Nick Young	GSW	04/16/2018	GSW vs. SAS	W	4	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	-1
Andre Iguodala	GSW	04/16/2018	GSW vs. SAS	W	28	14	5	7	71.4	4	5	80.0	0	0	-	0	7	7	5	1	1	2	2	7
Dario Saric	PHI	04/16/2018	PHI vs. MIA	L	36	23	8	20	40.0	3	10	30.0	4	4	100.0	2	6	8	3	4	1	5	4	-7
Ersan Ilyasova	PHI	04/16/2018	PHI vs. MIA	L	28	14	7	10	70.0	0	2	0.0	0	1	0.0	6	5	11	0	1	0	2	5	-10
JJ Redick	PHI	04/16/2018	PHI vs. MIA	L	36	11	4	13	30.8	1	7	14.3	2	4	50.0	0	1	1	4	0	1	0	3	-9
Dwyane Wade	MIA	04/16/2018	MIA @ PHI	W	26	28	11	16	68.8	0	1	0.0	6	8	75.0	2	5	7	3	2	0	3	2	16
James Johnson	MIA	04/16/2018	MIA @ PHI	W	37	18	7	7	100.0	2	2	100.0	2	3	66.7	1	6	7	5	3	1	3	4	6
Klay Thompson	GSW	04/16/2018	GSW vs. SAS	W	39	31	12	20	60.0	5	8	62.5	2	2	100.0	0	0	0	5	0	0	1	1	16
Rodney McGruder	MIA	04/16/2018	MIA @ PHI	W	5	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	1	8
Hassan Whiteside	MIA	04/16/2018	MIA @ PHI	W	15	4	1	2	50.0	0	0	-	2	2	100.0	2	3	5	0	0	1	3	4	1
Davis Bertans	SAS	04/16/2018	SAS @ GSW	L	25	5	1	7	14.3	1	6	16.7	2	4	50.0	1	2	3	0	0	0	0	2	4
JaVale McGee	GSW	04/16/2018	GSW vs. SAS	W	19	10	5	7	71.4	0	0	-	0	0	-	2	5	7	2	2	1	2	3	3
David West	GSW	04/16/2018	GSW vs. SAS	W	14	10	3	3	100.0	0	0	-	4	4	100.0	0	4	4	2	0	1	0	3	6
LaMarcus Aldridge	SAS	04/16/2018	SAS @ GSW	L	37	34	11	21	52.4	0	0	-	12	12	100.0	4	8	12	3	0	0	2	1	-8
Rudy Gay	SAS	04/16/2018	SAS @ GSW	L	37	12	6	12	50.0	0	3	0.0	0	0	-	3	2	5	3	3	1	2	3	-8
Draymond Green	GSW	04/16/2018	GSW vs. SAS	W	35	9	2	9	22.2	1	4	25.0	4	4	100.0	0	5	5	6	2	0	2	5	17
Patty Mills	SAS	04/16/2018	SAS @ GSW	L	32	21	7	16	43.8	3	9	33.3	4	4	100.0	0	3	3	3	0	0	3	4	-6
Damian Jones	GSW	04/16/2018	GSW vs. SAS	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	1	2	-4
Shaun Livingston	GSW	04/16/2018	GSW vs. SAS	W	19	2	1	4	25.0	0	0	-	0	0	-	2	1	3	2	0	0	3	0	12
Kevin Durant	GSW	04/16/2018	GSW vs. SAS	W	39	32	10	19	52.6	3	9	33.3	9	10	90.0	0	6	6	6	0	1	2	4	12
Kyle Anderson	SAS	04/16/2018	SAS @ GSW	L	10	1	0	2	0.0	0	2	0.0	1	2	50.0	0	1	1	0	2	0	0	1	2
Bam Adebayo	MIA	04/16/2018	MIA @ PHI	W	10	0	0	4	0.0	0	1	0.0	0	2	0.0	3	2	5	0	0	0	0	0	5
Marco Belinelli	PHI	04/16/2018	PHI vs. MIA	L	30	16	5	13	38.5	2	8	25.0	4	5	80.0	0	2	2	0	1	0	1	3	2
Josh Richardson	MIA	04/16/2018	MIA @ PHI	W	33	14	5	12	41.7	1	5	20.0	3	3	100.0	0	5	5	3	0	3	0	4	-7
Derrick White	SAS	04/16/2018	SAS @ GSW	L	3	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-2
Robert Covington	PHI	04/16/2018	PHI vs. MIA	L	36	7	3	14	21.4	1	9	11.1	0	0	-	3	6	9	4	0	1	2	0	-12
Wayne Ellington	MIA	04/16/2018	MIA @ PHI	W	20	11	3	10	30.0	3	8	37.5	2	2	100.0	0	1	1	1	1	0	0	2	-12
Bryn Forbes	SAS	04/16/2018	SAS @ GSW	L	14	0	0	3	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	1	-12
Quinn Cook	GSW	04/16/2018	GSW vs. SAS	W	18	6	2	6	33.3	2	4	50.0	0	0	-	1	3	4	1	0	0	0	0	3
Jordan Bell	GSW	04/16/2018	GSW vs. SAS	W	2	0	0	0	-	0	0	-	0	0	-	0	0	0	1	0	0	0	1	-1
T.J. McConnell	PHI	04/16/2018	PHI vs. MIA	L	6	2	0	1	0.0	0	0	-	2	2	100.0	1	0	1	1	0	0	0	1	-6
Dejounte Murray	SAS	04/16/2018	SAS @ GSW	L	13	4	2	4	50.0	0	0	-	0	0	-	1	1	2	0	2	0	1	1	-15
Danny Green	SAS	04/16/2018	SAS @ GSW	L	25	0	0	3	0.0	0	3	0.0	0	0	-	0	2	2	1	1	1	0	2	-26
Alex Abrines	OKC	04/15/2018	OKC vs. UTA	W	21	11	4	7	57.1	3	5	60.0	0	0	-	0	3	3	0	0	0	1	2	14
Derrick Rose	MIN	04/15/2018	MIN @ HOU	L	24	16	7	14	50.0	1	2	50.0	1	1	100.0	0	2	2	4	0	0	2	3	-6
Tyler Zeller	MIL	04/15/2018	MIL @ BOS	L	4	2	1	1	100.0	0	0	-	0	0	-	0	0	0	0	1	0	0	1	-1
Sterling Brown	MIL	04/15/2018	MIL @ BOS	L	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-1
Greg Monroe	BOS	04/15/2018	BOS vs. MIL	W	10	1	0	2	0.0	0	0	-	1	2	50.0	1	2	3	0	0	0	0	1	1
Aron Baynes	BOS	04/15/2018	BOS vs. MIL	W	15	0	0	4	0.0	0	0	-	0	0	-	0	3	3	1	0	0	0	2	-3
Kevin Love	CLE	04/15/2018	CLE vs. IND	L	34	9	3	8	37.5	3	6	50.0	0	1	0.0	3	14	17	2	1	1	2	3	-7
Kyle Korver	CLE	04/15/2018	CLE vs. IND	L	4	0	0	3	0.0	0	2	0.0	0	0	-	0	0	0	0	0	0	1	0	-10
Tyus Jones	MIN	04/15/2018	MIN @ HOU	L	7	0	0	0	-	0	0	-	0	0	-	0	0	0	1	0	0	0	0	2
Russell Westbrook	OKC	04/15/2018	OKC vs. UTA	W	37	29	10	25	40.0	0	4	0.0	9	9	100.0	1	12	13	8	1	0	5	4	-1
Raul Neto	UTA	04/15/2018	UTA @ OKC	L	2	0	0	0	-	0	0	-	0	0	-	0	2	2	0	0	0	0	1	5
Jamal Crawford	MIN	04/15/2018	MIN @ HOU	L	26	15	4	11	36.4	3	7	42.9	4	4	100.0	0	2	2	2	0	0	0	0	5
Nemanja Bjelica	MIN	04/15/2018	MIN @ HOU	L	6	0	0	2	0.0	0	0	-	0	0	-	0	2	2	0	0	0	0	0	-8
Terry Rozier	BOS	04/15/2018	BOS vs. MIL	W	40	23	7	18	38.9	4	9	44.4	5	6	83.3	1	3	4	3	1	0	0	2	0
Terrance Ferguson	OKC	04/15/2018	OKC vs. UTA	W	2	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	2	3
Myles Turner	IND	04/15/2018	IND @ CLE	W	34	16	6	9	66.7	1	2	50.0	3	4	75.0	1	7	8	2	0	1	1	3	15
Khris Middleton	MIL	04/15/2018	MIL @ BOS	L	47	31	12	20	60.0	5	7	71.4	2	2	100.0	1	7	8	6	2	1	3	5	11
Royce O'Neale	UTA	04/15/2018	UTA @ OKC	L	20	1	0	1	0.0	0	1	0.0	1	2	50.0	0	2	2	0	2	1	0	3	-9
Paul George	OKC	04/15/2018	OKC vs. UTA	W	38	36	13	20	65.0	8	11	72.7	2	2	100.0	2	5	7	0	1	0	4	2	3
Jerami Grant	OKC	04/15/2018	OKC vs. UTA	W	14	4	2	4	50.0	0	0	-	0	0	-	0	3	3	2	1	1	2	1	12
Darren Collison	IND	04/15/2018	IND @ CLE	W	31	6	2	9	22.2	1	4	25.0	1	2	50.0	1	4	5	6	2	0	2	0	14
Gerald Green	HOU	04/15/2018	HOU vs. MIN	W	20	4	2	5	40.0	0	3	0.0	0	0	-	0	7	7	0	0	0	0	3	-7
Jose Calderon	CLE	04/15/2018	CLE vs. IND	L	9	0	0	3	0.0	0	3	0.0	0	0	-	0	0	0	1	0	0	1	2	-1
Trevor Booker	IND	04/15/2018	IND @ CLE	W	12	3	1	1	100.0	0	0	-	1	2	50.0	1	3	4	0	0	0	1	3	6
Jeff Green	CLE	04/15/2018	CLE vs. IND	L	27	0	0	7	0.0	0	3	0.0	0	0	-	0	4	4	1	0	1	1	2	-15
Jayson Tatum	BOS	04/15/2018	BOS vs. MIL	W	44	19	8	18	44.4	1	3	33.3	2	2	100.0	2	8	10	4	3	1	5	0	9
George Hill	CLE	04/15/2018	CLE vs. IND	L	19	7	3	7	42.9	1	3	33.3	0	0	-	2	1	3	1	1	0	2	2	-14
Jae Crowder	UTA	04/15/2018	UTA @ OKC	L	28	13	3	10	30.0	3	9	33.3	4	4	100.0	0	4	4	2	2	0	1	1	-4
James Harden	HOU	04/15/2018	HOU vs. MIN	W	41	44	15	26	57.7	7	12	58.3	7	9	77.8	2	2	4	8	2	0	3	2	5
Jabari Parker	MIL	04/15/2018	MIL @ BOS	L	15	2	1	5	20.0	0	1	0.0	0	0	-	0	4	4	1	0	0	1	1	-14
Ricky Rubio	UTA	04/15/2018	UTA @ OKC	L	31	13	5	18	27.8	0	3	0.0	3	3	100.0	2	5	7	5	4	1	3	2	-2
Eric Gordon	HOU	04/15/2018	HOU vs. MIN	W	30	7	3	10	30.0	1	7	14.3	0	0	-	0	1	1	2	1	1	0	0	5
Joe Ingles	UTA	04/15/2018	UTA @ OKC	L	32	13	5	9	55.6	3	5	60.0	0	0	-	1	1	2	1	0	0	2	5	-6
Lance Stephenson	IND	04/15/2018	IND @ CLE	W	17	12	5	11	45.5	1	4	25.0	1	3	33.3	1	4	5	0	0	0	2	2	-1
Jeff Teague	MIN	04/15/2018	MIN @ HOU	L	29	15	4	9	44.4	1	4	25.0	6	7	85.7	1	8	9	8	1	1	5	4	-4
Chris Paul	HOU	04/15/2018	HOU vs. MIN	W	34	14	5	14	35.7	1	6	16.7	3	4	75.0	0	3	3	4	2	0	6	3	-4
JR Smith	CLE	04/15/2018	CLE vs. IND	L	29	15	6	11	54.5	3	6	50.0	0	0	-	0	2	2	1	0	0	2	3	-8
Jaylen Brown	BOS	04/15/2018	BOS vs. MIL	W	46	20	9	19	47.4	2	5	40.0	0	0	-	1	3	4	4	1	1	3	4	18
Trevor Ariza	HOU	04/15/2018	HOU vs. MIN	W	33	3	1	6	16.7	0	4	0.0	1	4	25.0	1	4	5	0	2	0	1	1	8
Gorgui Dieng	MIN	04/15/2018	MIN @ HOU	L	8	7	2	3	66.7	0	0	-	3	4	75.0	1	2	3	0	0	0	0	1	-2
Larry Nance Jr.	CLE	04/15/2018	CLE vs. IND	L	30	10	5	7	71.4	0	0	-	0	1	0.0	1	4	5	1	2	1	3	4	-13
Andrew Wiggins	MIN	04/15/2018	MIN @ HOU	L	32	18	7	15	46.7	1	3	33.3	3	4	75.0	2	4	6	1	0	0	2	4	-3
Karl-Anthony Towns	MIN	04/15/2018	MIN @ HOU	L	40	8	3	9	33.3	0	2	0.0	2	4	50.0	4	8	12	2	0	1	2	2	-1
Bojan Bogdanovic	IND	04/15/2018	IND @ CLE	W	39	15	5	17	29.4	1	6	16.7	4	4	100.0	0	6	6	1	3	0	1	3	19
Derrick Favors	UTA	04/15/2018	UTA @ OKC	L	30	7	3	7	42.9	0	0	-	1	1	100.0	1	4	5	3	0	2	1	1	-12
Alec Burks	UTA	04/15/2018	UTA @ OKC	L	2	10	4	4	100.0	2	2	100.0	0	0	-	0	2	2	0	0	0	0	1	5
Jordan Clarkson	CLE	04/15/2018	CLE vs. IND	L	21	6	2	6	33.3	0	3	0.0	2	2	100.0	0	1	1	1	1	0	0	2	-1
Victor Oladipo	IND	04/15/2018	IND @ CLE	W	37	32	11	19	57.9	6	9	66.7	4	8	50.0	0	6	6	4	4	1	4	3	21
Raymond Felton	OKC	04/15/2018	OKC vs. UTA	W	12	2	1	4	25.0	0	1	0.0	0	0	-	0	1	1	0	0	1	1	1	9
Thaddeus Young	IND	04/15/2018	IND @ CLE	W	31	7	3	4	75.0	0	0	-	1	2	50.0	2	1	3	1	0	1	0	0	23
Tony Snell	MIL	04/15/2018	MIL @ BOS	L	33	2	1	4	25.0	0	3	0.0	0	0	-	0	3	3	0	0	1	1	3	-17
